"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2021","2021-Q1","2021-M01","2021-M02","2021-M03","2021-Q2","2021-M04","2021-M05","2021-M06","2021-Q3","2021-M07","2021-M08","2021-M09","2021-Q4","2021-M10","2021-M11","2021-M12","2022","2022-Q1","2022-M01","2022-M02","2022-M03","2022-Q2","2022-M04","2022-M05","2022-M06","2022-Q3","2022-M07","2022-M08","2022-M09","2022-Q4","2022-M10","2022-M11","2022-M12","2023","2023-Q1","2023-M01","2023-M02","2023-M03","2023-Q2","2023-M04","2023-M05","2023-M06","2023-Q3","2023-M07","2023-M08","2023-M09","2023-Q4","2023-M10","2023-M11","2023-M12","2024","2024-Q1","2024-M01","2024-M02","2024-M03","2024-Q2","2024-M04","2024-M05","2024-M06","2024-Q3","2024-M07","2024-M08","2024-M09","2024-Q4","2024-M10","2024-M11","2024-M12","2025-Q1","2025-M01","2025-M02","2025-M03","2025-M04"
"IMF.STA:IMTS(1.0.0)","BGD.TBG_USD.BTN.Q","OBS_VALUE","Bangladesh","Trade balance goods, US dollar","Bhutan","Quarterly","Millions","","-1.6360224E7","","","","-7719465.0","","","","-5068179.0","","","","-5271363.0","","","","","-8338830.0","","","","-8785588.0","","","","-6142029.0","","","","-4024522.0","","","","","-1.0692247E7","","","","-6517429.0","","","","-4736281.0","","","","-5504933.0","","","","","-1.3174642E7","","","","-6212150.0","","","","-5478966.0","","","","-6040536.0","","","","-1.696569E7","","","",""
"IMF.STA:IMTS(1.0.0)","BGD.MG_CIF_USD.MMR.Q","OBS_VALUE","Bangladesh","Imports of goods, Cost insurance freight (CIF), US dollar","Myanmar","Quarterly","Millions","","2.5436046E7","","","","3.787284E7","","","","2.9721832E7","","","","7.3328204E7","","","","","4.0091259E7","","","","2.0758703E7","","","","1.0347064E7","","","","6.9651544E7","","","","","5.7869884E7","","","","1.3108283E7","","","","1.8502728E7","","","","4117594.0","","","","","1.0198953E7","","","","1.3455998E7","","","","2.0638348E7","","","","1.0080651E7","","","","6.7545376E7","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.BGD.Q","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Bangladesh","Quarterly","Millions","","1.47216669E8","","","","1.53466098E8","","","","2.06175459E8","","","","2.1130939E8","","","","","2.35947206E8","","","","1.98318262E8","","","","1.93895538E8","","","","1.40282537E8","","","","","1.73039267E8","","","","1.37010493E8","","","","1.54450593E8","","","","1.65429033E8","","","","","1.87657587E8","","","","1.68659064E8","","","","1.98642547E8","","","","1.75319332E8","","","","1.93235298E8","","","",""
"IMF.STA:IMTS(1.0.0)","BGD.XG_FOB_USD.BTN.Q","OBS_VALUE","Bangladesh","Exports of goods, Free on board (FOB), US dollar","Bhutan","Quarterly","Millions","","1469797.0","","","","1383851.0","","","","2318810.0","","","","2437068.0","","","","","1381882.0","","","","1905424.0","","","","1856022.0","","","","2600411.0","","","","","2825048.0","","","","1763503.0","","","","1709131.0","","","","2465714.0","","","","","2375455.0","","","","2770853.0","","","","3318995.0","","","","3650116.0","","","","3009657.0","","","",""
"IMF.STA:IMTS(1.0.0)","BGD.MG_CIF_USD.BTN.M","OBS_VALUE","Bangladesh","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Monthly","Millions","","","4021108.0","5872592.0","7936321.0","","4091981.0","2393868.0","2617467.0","","2016509.0","2778105.0","2592375.0","","1752088.0","2168464.0","3787879.0","","","3711294.0","2802326.0","3207092.0","","4905497.0","2775780.0","3009735.0","","3429644.0","2549903.0","2018504.0","","2359873.0","2100079.0","2164981.0","","","4434928.0","5041684.0","4040683.0","","3527011.0","2251197.0","2502724.0","","2243530.0","2110403.0","2091479.0","","2316940.0","3057338.0","2596369.0","","","5882341.0","5935745.0","3732011.0","","2584765.0","3441681.0","2956557.0","","3036604.0","2479680.0","3281677.0","","2523372.0","2833570.0","4333710.0","","7311402.0","6355738.0","6308207.0","5713251.0"
"IMF.STA:IMTS(1.0.0)","BGD.XG_FOB_USD.BTN.M","OBS_VALUE","Bangladesh","Exports of goods, Free on board (FOB), US dollar","Bhutan","Monthly","Millions","","","284661.0","649523.0","535613.0","","295519.0","451769.0","636563.0","","275590.0","1315009.0","728211.0","","750244.0","779714.0","907110.0","","","513764.0","330814.0","537304.0","","670186.0","423479.0","811759.0","","701586.0","735047.0","419389.0","","753607.0","836446.0","1010358.0","","","1621001.0","326768.0","877279.0","","510688.0","798169.0","454646.0","","368160.0","676699.0","664272.0","","1044252.0","482230.0","939232.0","","","569091.0","750000.0","1056364.0","","840909.0","898045.0","1031899.0","","1041315.0","1037692.0","1239988.0","","1129184.0","769363.0","1751569.0","","991659.0","975410.0","1042588.0","984625.0"
"IMF.STA:IMTS(1.0.0)","BGD.MG_CIF_USD.AFG.Q","OBS_VALUE","Bangladesh","Imports of goods, Cost insurance freight (CIF), US dollar","Afghanistan, Islamic Republic of","Quarterly","Millions","","5412661.0","","","","5554075.0","","","","966523.0","","","","2238965.0","","","","","5557680.0","","","","4238969.0","","","","1797846.0","","","","1439185.0","","","","","4368281.0","","","","5163621.0","","","","2636808.0","","","","1176402.0","","","","","3847272.0","","","","4200517.0","","","","2922838.0","","","","4936921.0","","","","6921406.0","","","",""
"IMF.STA:IMTS(1.0.0)","BGD.MG_CIF_USD.AFG.M","OBS_VALUE","Bangladesh","Imports of goods, Cost insurance freight (CIF), US dollar","Afghanistan, Islamic Republic of","Monthly","Millions","","","2051826.0","1603760.0","1757075.0","","3113208.0","1462264.0","978603.0","","707547.0","258976.0","","","443862.0","792772.0","1002331.0","","","1652049.0","1953488.0","1952143.0","","2586113.0","1055255.0","597601.0","","884039.0","526840.0","386967.0","","320860.0","440504.0","677821.0","","","1151279.0","1010318.0","2206684.0","","1642052.0","1925492.0","1596077.0","","1342440.0","666924.0","627444.0","","316769.0","423879.0","435754.0","","","1725703.0","928600.0","1192969.0","","1225049.0","1512152.0","1463316.0","","1499223.0","871762.0","551853.0","","824179.0","932790.0","3179952.0","","2926564.0","2004918.0","1989924.0","1802245.0"
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.BGD.M","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Bangladesh","Monthly","Millions","","","4.9146171E7","4.1963755E7","5.6106743E7","","4.6638382E7","4.573791E7","6.1089806E7","","7.0701299E7","5.5037907E7","8.0436253E7","","6.4959201E7","8.013736E7","6.6212829E7","","","8.2923442E7","7.3250759E7","7.9773005E7","","6.6116004E7","7.2885179E7","5.9317079E7","","6.3148852E7","5.2159653E7","7.8587033E7","","5.7248064E7","4.1721522E7","4.1312951E7","","","4.3266685E7","5.0258435E7","7.9514147E7","","4.4357918E7","4.7704561E7","4.4948014E7","","3.8124078E7","4.4874316E7","7.1452199E7","","6.0682735E7","5.1376017E7","5.3370281E7","","","5.3845524E7","6.770573E7","6.6106333E7","","4.8675693E7","6.0744344E7","5.9239027E7","","5.3047935E7","6.5872273E7","7.9722339E7","","5.0700145E7","6.1139961E7","6.3479226E7","","6.9546442E7","5.2461719E7","7.1227137E7","6.0109578E7"
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.LKA.Q","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Sri Lanka","Quarterly","Millions","","5.8989547E7","","","","4.6425512E7","","","","6.5654933E7","","","","9.9702892E7","","","","","9.670644E7","","","","4.8902902E7","","","","9.9314542E7","","","","4.763255E7","","","","","3.8434916E7","","","","4.548836E7","","","","6.2563283E7","","","","8.9569261E7","","","","","1.01391455E8","","","","7.820012E7","","","","9.8338187E7","","","","9.6905051E7","","","","7.0432626E7","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.MDV.Q","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Maldives","Quarterly","Millions","","1704618.0","","","","1391145.0","","","","1341362.0","","","","1398559.0","","","","","1733409.0","","","","1617806.0","","","","1809213.0","","","","2277570.0","","","","","2014942.0","","","","2131919.0","","","","2228983.0","","","","2667639.0","","","","","2099835.0","","","","1991510.0","","","","2855514.0","","","","2418496.0","","","","2326719.0","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.MDV.M","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Maldives","Monthly","Millions","","","445564.0","407822.0","851232.0","","355246.0","481644.0","554255.0","","407728.0","461445.0","472189.0","","449149.0","495889.0","453521.0","","","561059.0","518078.0","654272.0","","645915.0","565907.0","405984.0","","513537.0","517426.0","778250.0","","597556.0","663926.0","1016088.0","","","506356.0","739244.0","769342.0","","730578.0","686972.0","714369.0","","496816.0","509413.0","1222754.0","","628499.0","1107752.0","931388.0","","","614253.0","755227.0","730355.0","","704433.0","665006.0","622071.0","","782604.0","993164.0","1079746.0","","1096103.0","601905.0","720488.0","","754925.0","598320.0","973474.0","862280.0"
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.LKA.M","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Sri Lanka","Monthly","Millions","","","1.9128917E7","1.9671273E7","2.0189357E7","","1.4597686E7","1.4951722E7","1.6876104E7","","2.2161623E7","1.9212313E7","2.4280997E7","","1.5559603E7","4.4785022E7","3.9358267E7","","","3.4235649E7","3.1127542E7","3.1343249E7","","1.3783952E7","1.8562695E7","1.6556255E7","","4.6450489E7","2.4716478E7","2.8147575E7","","2.1264726E7","1.2955055E7","1.3412769E7","","","4600178.0","1.7233282E7","1.6601456E7","","1.2664293E7","1.5379688E7","1.7444379E7","","1.7039646E7","1.6995992E7","2.8527645E7","","3.0005304E7","2.6505315E7","3.3058642E7","","","3.8680384E7","3.1611145E7","3.1099926E7","","2.3187436E7","2.8148789E7","2.6863895E7","","1.8506572E7","3.9578266E7","4.0253349E7","","3.4296882E7","2.97213E7","3.2886869E7","","3.0606482E7","1.7727443E7","2.2098701E7","1.6101894E7"
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.NPL.Q","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Nepal","Quarterly","Millions","","568046.0","","","","294090.0","","","","1074571.0","","","","168027.0","","","","","-48504.0","","","","168329.0","","","","379091.0","","","","87491.0","","","","","70509.0","","","","155372.0","","","","767330.0","","","","45999.0","","","","","-539704.0","","","","-477205.0","","","","-607065.0","","","","423937.0","","","","106716.0","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.NPL.M","OBS_VALUE","Pakistan","Trade balance goods, US dollar","Nepal","Monthly","Millions","","","161029.0","164867.0","242150.0","","37041.0","-310.0","257359.0","","260528.0","348141.0","465902.0","","167664.0","102200.0","-101837.0","","","-116484.0","147325.0","-79345.0","","-30952.0","-38180.0","237461.0","","83194.0","134453.0","161444.0","","83274.0","-69424.0","73641.0","","","-115486.0","74438.0","111557.0","","50961.0","-48871.0","153282.0","","123709.0","219276.0","424345.0","","-1242.0","87962.0","-40721.0","","","-126948.0","-83703.0","-329053.0","","-121129.0","-255980.0","-100096.0","","-276419.0","-234087.0","-96559.0","","126884.0","-88020.0","385073.0","","-79444.0","10764.0","175396.0","151110.0"
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.IND.Q","OBS_VALUE","Pakistan","Trade balance goods, US dollar","India","Quarterly","Millions","","-9.9423564E7","","","","-7.9939816E7","","","","-1.3486733E8","","","","-7.9810276E7","","","","","-6.5886327E7","","","","-6.714404E7","","","","-7.5715006E7","","","","-6.7174604E7","","","","","-6.6405958E7","","","","-6.8925849E7","","","","-6.0727995E7","","","","-6.2944889E7","","","","","-8.0323676E7","","","","-7.2541001E7","","","","-7.3296348E7","","","","-5.4386319E7","","","","-6.431275E7","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.XG_FOB_USD.AFG.Q","OBS_VALUE","Pakistan","Exports of goods, Free on board (FOB), US dollar","Afghanistan, Islamic Republic of","Quarterly","Millions","","2.6590426E8","","","","2.38940565E8","","","","1.50552983E8","","","","1.8369586E8","","","","","1.8798493E8","","","","2.73392975E8","","","","2.38567232E8","","","","2.66696143E8","","","","","2.5491927E8","","","","2.15764182E8","","","","2.05514941E8","","","","2.9341237E8","","","","","3.07196416E8","","","","3.35924813E8","","","","3.59085621E8","","","","3.03431585E8","","","","1.18976301E8","","","",""
"IMF.STA:IMTS(1.0.0)","PAK.XG_FOB_USD.AFG.M","OBS_VALUE","Pakistan","Exports of goods, Free on board (FOB), US dollar","Afghanistan, Islamic Republic of","Monthly","Millions","","","7.8125523E7","7.9582158E7","1.08196579E8","","8.9911834E7","6.5454063E7","8.3574668E7","","5.0391759E7","4.9487804E7","5.067342E7","","5.2972494E7","7.0991816E7","5.973155E7","","","3.484712E7","3.7185173E7","1.15952637E8","","1.02768625E8","8.1325351E7","8.9298999E7","","6.5033312E7","7.7153984E7","9.6379936E7","","9.082328E7","8.8584327E7","8.7288536E7","","","7.9554311E7","7.7980077E7","9.7384882E7","","7.7228247E7","7.4955543E7","6.3580392E7","","6.2456332E7","7.3891523E7","6.9167086E7","","9.7448938E7","1.09349108E8","8.6614324E7","","","7.3569028E7","1.08053991E8","1.25573397E8","","8.1265023E7","1.57395783E8","9.7264007E7","","1.03426484E8","1.0554827E8","1.50110867E8","","9.0895949E7","1.14901687E8","9.7633949E7","","5.2554543E7","3.5976917E7","3.0444841E7","4.3314534E7"
"IMF.STA:IMTS(1.0.0)","PAK.TBG_USD.IND.M","OBS_VALUE","Pakistan","Trade balance goods, US dollar","India","Monthly","Millions","","","-3.0429528E7","-4.3760421E7","-2.5233615E7","","-2.1253274E7","-2.1045952E7","-3.764059E7","","-5.1691659E7","-5.0045049E7","-3.3130622E7","","-2.4902268E7","-3.3191043E7","-2.1716965E7","","","-1.9751992E7","-2.1458785E7","-2.467555E7","","-2.3608203E7","-1.8481068E7","-2.5054769E7","","-2.6596583E7","-2.4583346E7","-2.4535077E7","","-2.3289374E7","-2.2591631E7","-2.1293599E7","","","-2.6000672E7","-2.1068262E7","-1.9337024E7","","-1.9105039E7","-2.3694646E7","-2.6126164E7","","-2.0910799E7","-2.0383424E7","-1.9433772E7","","-2.4611482E7","-2.0741026E7","-1.7592381E7","","","-3.2265749E7","-2.0812026E7","-2.7245901E7","","-1.7907123E7","-3.0391875E7","-2.4242003E7","","-2.2358762E7","-2.2797869E7","-2.8139717E7","","-1.8701002E7","-1.8502868E7","-1.7182449E7","","-2.3358552E7","-2.2169271E7","-1.8784927E7","-2.0347452E7"
"IMF.STA:IMTS(1.0.0)","PAK.MG_CIF_USD.AFG.M","OBS_VALUE","Pakistan","Imports of goods, Cost insurance freight (CIF), US dollar","Afghanistan, Islamic Republic of","Monthly","Millions","","","5.4521816E7","1.5460577E7","2.1685062E7","","4.6865684E7","3.2043813E7","2.6894722E7","","2.7552331E7","4.5344418E7","8.2414597E7","","9.2902624E7","1.18043783E8","6.1578739E7","","","5.3361423E7","6.4885099E7","8.3922491E7","","6.8842961E7","4.7127448E7","5.6935607E7","","5.1389585E7","7.5837884E7","1.24744411E8","","1.56799502E8","8.9089694E7","5.7015712E7","","","5.9037631E7","6.1314988E7","7.126974E7","","4.895371E7","6.1553234E7","3.6517748E7","","4.1014405E7","5.7838038E7","5.7040321E7","","8.9935144E7","6.9087368E7","3.8519635E7","","","3.1865347E7","3.6055662E7","5.2303144E7","","3.8526967E7","2.8990832E7","2.247719E7","","3.7707118E7","4.7411379E7","6.681231E7","","793849.0","1353512.0","1466372.0","","5208070.0","3007735.0","1917552.0","2644450.0"
"IMF.STA:IMTS(1.0.0)","PAK.MG_CIF_USD.AFG.Q","OBS_VALUE","Pakistan","Imports of goods, Cost insurance freight (CIF), US dollar","Afghanistan, Islamic Republic of","Quarterly","Millions","","9.1667455E7","","","","1.05804219E8","","","","1.55311346E8","","","","2.72525146E8","","","","","2.02169013E8","","","","1.72906016E8","","","","2.5197188E8","","","","3.02904908E8","","","","","1.91622359E8","","","","1.47024692E8","","","","1.55892764E8","","","","1.97542147E8","","","","","1.20224153E8","","","","8.9994989E7","","","","1.51930807E8","","","","3613733.0","","","","1.0133357E7","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.BGD.M","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Bangladesh","Monthly","Millions","","","2606050.0","4274555.0","5681970.0","","1456171.0","1552127.0","1.5524134E7","","9261693.0","343801.0","2351388.0","","1.8489878E7","5351427.0","1.9680657E7","","","1.6541943E7","1.2953627E7","1.3713082E7","","9073285.0","5128591.0","6532985.0","","3143651.0","-2778692.0","356134.0","","-1403877.0","2.6426529E7","5.4518247E7","","","1.6475292E7","1.5246854E7","1306462.0","","1528152.0","597778.0","2283273.0","","3077178.0","2667585.0","2484700.0","","-733189.0","-1211512.0","-1507112.0","","","1727175.0","2026125.0","3432772.0","","2859369.0","3362409.0","4562623.0","","7078857.0","7596976.0","6064056.0","","4523366.0","541907.0","522457.0","","-1600965.0","3.7712792E7","4.585627E7","4.6043669E7"
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.BGD.Q","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Bangladesh","Quarterly","Millions","","1.2562575E7","","","","1.8532432E7","","","","1.1956882E7","","","","4.3521962E7","","","","","4.3208652E7","","","","2.0734861E7","","","","721093.0","","","","7.9540899E7","","","","","3.3028608E7","","","","4409203.0","","","","8229463.0","","","","-3451813.0","","","","","7186072.0","","","","1.0784401E7","","","","2.0739889E7","","","","5587730.0","","","","8.1968097E7","","","",""
"IMF.STA:IMTS(1.0.0)","BGD.TBG_USD.IND.Q","OBS_VALUE","Bangladesh","Trade balance goods, US dollar","India","Quarterly","Millions","","-2.151674107E9","","","","-2.180238242E9","","","","-2.332163845E9","","","","-2.905337516E9","","","","","-3.945711074E9","","","","-3.039103689E9","","","","-2.570608587E9","","","","-1.532009902E9","","","","","-1.826718911E9","","","","-1.822313638E9","","","","-1.89030914E9","","","","-1.606052332E9","","","","","-2.06625918E9","","","","-1.867372277E9","","","","-1.664692714E9","","","","-1.831890726E9","","","","-2.157127192E9","","","",""
"IMF.STA:IMTS(1.0.0)","BGD.TBG_USD.IND.M","OBS_VALUE","Bangladesh","Trade balance goods, US dollar","India","Monthly","Millions","","","-7.11165473E8","-6.36615828E8","-8.03892806E8","","-7.14550354E8","-6.80050707E8","-7.85637181E8","","-6.44070283E8","-8.08553855E8","-8.79539707E8","","-8.12779476E8","-8.99992189E8","-1.192565851E9","","","-1.236741862E9","-1.297924884E9","-1.411044328E9","","-9.50229962E8","-9.82148031E8","-1.106725696E9","","-1.025866781E9","-8.37275008E8","-7.07466798E8","","-5.55711914E8","-5.30458076E8","-4.45839912E8","","","-5.89842782E8","-5.84927047E8","-6.51949082E8","","-5.90479398E8","-7.04496533E8","-5.27337707E8","","-7.30392836E8","-6.77588941E8","-4.82327363E8","","-5.31417546E8","-5.6713739E8","-5.07497396E8","","","-6.65359544E8","-6.11765456E8","-7.8913418E8","","-7.04867543E8","-6.14513714E8","-5.4799102E8","","-5.64349665E8","-5.6778353E8","-5.32559519E8","","-6.07818544E8","-5.50232921E8","-6.73839261E8","","-7.52183705E8","-7.09652488E8","-6.95290999E8","-6.24806836E8"
"IMF.STA:IMTS(1.0.0)","BGD.TBG_USD.PAK.M","OBS_VALUE","Bangladesh","Trade balance goods, US dollar","Pakistan","Monthly","Millions","","","-3.4639073E7","-2.7114393E7","-4.1414504E7","","-3.7190448E7","-4.2250472E7","-4.2483729E7","","-3.2263561E7","-3.9920542E7","-5.0635542E7","","-5.1067188E7","-5.3617954E7","-6.6280303E7","","","-6.2731457E7","-7.2385232E7","-6.7447246E7","","-6.0739095E7","-6.566808E7","-6.9491628E7","","-6.1814638E7","-6.5025592E7","-5.9853025E7","","-6.0902102E7","-6.6616959E7","-4.2122731E7","","","-5.2693348E7","-3.8856426E7","-3.9472961E7","","-3.8662262E7","-4.429571E7","-4.5282121E7","","-5.3136174E7","-3.4474663E7","-3.3174139E7","","-4.2425345E7","-4.7580207E7","-4.9879965E7","","","-5.3096021E7","-4.7226884E7","-5.6423819E7","","-4.1709444E7","-5.0336566E7","-5.6663199E7","","-5.4984499E7","-5.5763319E7","-5.5685878E7","","-4.9115759E7","-6.2305006E7","-6.2358212E7","","-7.1854411E7","-5.2614755E7","-5.167857E7","-4.6510343E7"
"IMF.STA:IMTS(1.0.0)","BGD.TBG_USD.PAK.Q","OBS_VALUE","Bangladesh","Trade balance goods, US dollar","Pakistan","Quarterly","Millions","","-1.0316797E8","","","","-1.21924649E8","","","","-1.22819645E8","","","","-1.70965445E8","","","","","-2.02563935E8","","","","-1.95898803E8","","","","-1.86693255E8","","","","-1.69641792E8","","","","","-1.31022735E8","","","","-1.28240093E8","","","","-1.20784976E8","","","","-1.39885517E8","","","","","-1.56746724E8","","","","-1.48709209E8","","","","-1.66433696E8","","","","-1.73778977E8","","","","-1.76147736E8","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.PAK.Q","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Pakistan","Quarterly","Millions","","2.0217679E7","","","","1.6340509E7","","","","8292958.0","","","","1344407.0","","","","","607435.0","","","","1.8552213E7","","","","1.3582047E7","","","","1.0751016E7","","","","","4805530.0","","","","4238769.0","","","","2074991.0","","","","5772850.0","","","","","1.7182438E7","","","","1.1228013E7","","","","3.085152E7","","","","3818780.0","","","","-3727265.0","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.PAK.M","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Pakistan","Monthly","Millions","","","1.07053E7","1972856.0","7539523.0","","8982874.0","2368375.0","4989260.0","","-2440728.0","6896127.0","3837559.0","","3238402.0","-1132945.0","-761050.0","","","-1471801.0","-123286.0","2202522.0","","2954818.0","5335109.0","1.0262286E7","","6537410.0","6612000.0","432637.0","","4290203.0","3246363.0","3214450.0","","","1952040.0","1889293.0","964197.0","","90671.0","2524778.0","1623320.0","","329722.0","2218663.0","-473394.0","","2382285.0","3355552.0","35013.0","","","7875438.0","8222731.0","1084269.0","","2149683.0","2146926.0","6931404.0","","7732054.0","1.2339464E7","1.0780002E7","","3744573.0","1747008.0","-1672801.0","","-1286414.0","-1540244.0","-900607.0","-1214305.0"
"IMF.STA:IMTS(1.0.0)","MMR.XG_FOB_USD.BTN.M","OBS_VALUE","Myanmar","Exports of goods, Free on board (FOB), US dollar","Bhutan","Monthly","Millions","","","1.0","1.0","1.0","","1.0","1.0","1.0","","1.0","1.0","1.0","","1.0","1.0","1.0","","","1.0","1.0","1.0","","1.0","1.0","1.0","","1.0","1.0","1.0","","1.0","1.0","1.0","","","1.0","1.0","1.0","","1.0","1.0","1.0","","1.0","1.0","1.0","","1.0","1.0","1.0","","","1.0","1.0","1.0","","1.0","1.0","1.0","","1.0","1.0","1.0","","2.0","1.0","2.0","","1.0","1.0","1.0","1.0"
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.MDV.M","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Maldives","Monthly","Millions","","","","1279.0","","","","","","","","3891.0","","","","","","","","","","","","","","","","","","","","","","","","","2350.0","2350.0","2350.0","","2350.0","2350.0","2350.0","","2350.0","2350.0","2350.0","","2350.0","2350.0","2350.0","","","2430.0","2430.0","2430.0","","2430.0","2430.0","2430.0","","2430.0","2430.0","2430.0","","2430.0","2430.0","2430.0","","2430.0","2430.0","2430.0","2430.0"
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.LKA.M","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Sri Lanka","Monthly","Millions","","","331836.0","648538.0","404869.0","","1353734.0","492689.0","69078.0","","-21914.0","505153.0","-32063.0","","-88066.0","151202.0","609186.0","","","201879.0","850431.0","156778.0","","77867.0","20169.0","-162755.0","","50574.0","-233721.0","-8592.0","","125873.0","585561.0","1138273.0","","","21689.0","-126307.0","355127.0","","-90163.0","96851.0","10563.0","","-69731.0","50757.0","-35969.0","","-12679.0","-43741.0","-199334.0","","","-45225.0","-79986.0","92125.0","","204313.0","505444.0","1144859.0","","-10281.0","294628.0","28371.0","","30633.0","10633.0","7105.0","","9722.0","-9620.0","16749.0","15022.0"
"IMF.STA:IMTS(1.0.0)","MMR.TBG_USD.LKA.Q","OBS_VALUE","Myanmar","Trade balance goods, US dollar","Sri Lanka","Quarterly","Millions","","1385243.0","","","","1915501.0","","","","451176.0","","","","672322.0","","","","","1209088.0","","","","-64719.0","","","","-191739.0","","","","1849707.0","","","","","250509.0","","","","17251.0","","","","-54943.0","","","","-255754.0","","","","","-33086.0","","","","1854616.0","","","","312718.0","","","","48371.0","","","","16851.0","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.MG_CIF_USD.LKA.M","OBS_VALUE","Myanmar","Imports of goods, Cost insurance freight (CIF), US dollar","Sri Lanka","Monthly","Millions","","","119490.0","85406.0","77545.0","","46131.0","22508.0","230453.0","","183603.0","185451.0","74213.0","","446861.0","99845.0","86768.0","","","114448.0","42298.0","94744.0","","220734.0","52461.0","188234.0","","28024.0","294714.0","62009.0","","258618.0","72184.0","53498.0","","","62253.0","158960.0","12361.0","","102043.0","9344.0","31463.0","","92004.0","25390.0","59820.0","","29385.0","63086.0","199937.0","","","64306.0","175372.0","33249.0","","14895.0","27770.0","12681.0","","151366.0","77937.0","23804.0","","25849.0","23554.0","25602.0","","27276.0","44844.0","24313.0","26320.0"
"IMF.STA:IMTS(1.0.0)","BGD.TBG_USD.AFG.M","OBS_VALUE","Bangladesh","Trade balance goods, US dollar","Afghanistan, Islamic Republic of","Monthly","Millions","","","-850800.0","-777352.0","-1052476.0","","-2836439.0","-290802.0","-499559.0","","-127358.0","454738.0","558240.0","","-241321.0","-545031.0","-814219.0","","","-1477769.0","-1582790.0","-1617606.0","","-1844838.0","-549765.0","114087.0","","-781895.0","142562.0","-219525.0","","1217818.0","913381.0","1317805.0","","","-505562.0","-269814.0","-499103.0","","-1576661.0","-1631208.0","-616048.0","","142244.0","-19642.0","-112485.0","","317222.0","-58892.0","48115.0","","","-752976.0","-597691.0","1168849.0","","-110504.0","-498482.0","-985946.0","","-1294861.0","116236.0","1608451.0","","-365839.0","136608.0","-1512947.0","","-2053436.0","-1509016.0","-1459869.0","-1301658.0"
"IMF.STA:IMTS(1.0.0)","BGD.TBG_USD.AFG.Q","OBS_VALUE","Bangladesh","Trade balance goods, US dollar","Afghanistan, Islamic Republic of","Quarterly","Millions","","-2680628.0","","","","-3626800.0","","","","885620.0","","","","-1600571.0","","","","","-4678165.0","","","","-2280516.0","","","","-858858.0","","","","3449004.0","","","","","-1274479.0","","","","-3823917.0","","","","10117.0","","","","306445.0","","","","","-181818.0","","","","-1594932.0","","","","429826.0","","","","-1742178.0","","","","-5022321.0","","","",""
"IMF.STA:IMTS(1.0.0)","MMR.XG_FOB_USD.BGD.M","OBS_VALUE","Myanmar","Exports of goods, Free on board (FOB), US dollar","Bangladesh","Monthly","Millions","","","5347733.0","5854203.0","7959651.0","","3437930.0","5623280.0","1.9469315E7","","1.1575252E7","4699962.0","6114960.0","","2.1030256E7","9485166.0","2.4724485E7","","","1.8025139E7","1.6191493E7","1.7330747E7","","1.0169132E7","8111278.0","8410113.0","","5751741.0","2912753.0","4639255.0","","2355504.0","2.8938011E7","5.8261033E7","","","2.0303967E7","1.7813333E7","3428989.0","","3118081.0","2922902.0","3369792.0","","4620827.0","4119008.0","4543752.0","","1695879.0","628051.0","632196.0","","","3392070.0","4697275.0","4511414.0","","4207671.0","4887594.0","7529558.0","","7940300.0","9701851.0","7856432.0","","6488510.0","2588629.0","3377458.0","","2260621.0","4.0748053E7","4.7501937E7","4.7825152E7"
